,Date,Time,EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD CO 1h average [ppm],EARLWOOD OZONE 1h average [pphm],EARLWOOD OZONE 4h rolling average [pphm],EARLWOOD PM10 1h average [µg/m³],EARLWOOD PM2.5 1h average [µg/m³],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],EARLWOOD CO 8h rolling average [ppm]
242,11/01/2017,03:00,123.3,23.8,0.1,0.1,1.5,,0.7,1.5,24.0,8.3,87.3,69.93,
243,11/01/2017,04:00,296.3,23.3,0.1,0.2,1.7,,0.3,0.9,26.7,11.7,89.4,81.39,
244,11/01/2017,05:00,326.7,23.2,0.1,0.7,1.8,,0.1,0.4,27.8,17.0,89.9,92.3,
245,11/01/2017,06:00,326.8,23.4,0.1,2.1,2.1,,0.1,0.3,30.2,18.1,89.2,89.08,
246,11/01/2017,07:00,299.2,25.7,1.1,2.9,3.1,,0.4,0.2,27.7,16.8,74.5,30.1,
247,11/01/2017,08:00,309.9,28.0,1.2,1.4,3.0,,1.7,0.6,30.4,22.4,62.2,35.89,
248,11/01/2017,09:00,298.3,31.0,1.5,0.7,2.6,,3.3,1.4,29.8,17.0,51.2,36.54,
249,11/01/2017,10:00,296.8,34.4,0.9,0.7,3.0,,4.2,2.4,29.9,11.1,40.9,65.56,
250,11/01/2017,11:00,271.9,37.1,1.8,0.1,1.1,,5.5,3.7,9.0,7.8,30.6,42.67,
251,11/01/2017,12:00,292.7,38.3,1.6,0.0,0.6,,6.8,4.9,23.5,6.6,29.3,52.59,
252,11/01/2017,13:00,306.4,39.3,1.8,0.0,0.5,,6.3,5.7,12.7,7.7,27.3,49.48,
253,11/01/2017,14:00,279.5,40.1,2.1,0.0,0.5,,4.3,5.7,7.8,11.4,24.3,44.35,
254,11/01/2017,15:00,274.5,40.7,2.4,0.1,0.4,,3.6,5.3,11.7,6.8,22.9,41.32,
255,11/01/2017,16:00,125.3,39.0,0.8,0.1,1.9,,5.9,5.0,49.5,4.1,31.0,56.89,
256,11/01/2017,17:00,163.6,32.3,1.9,0.0,1.2,,6.1,5.0,83.7,,53.8,55.03,
257,11/01/2017,18:00,161.0,26.3,2.5,0.0,0.3,,3.0,4.6,45.1,,81.5,39.33,
258,11/01/2017,19:00,160.5,24.8,2.1,0.0,0.3,,2.6,4.4,37.6,26.6,85.4,39.95,
259,11/01/2017,20:00,153.9,24.1,1.5,0.0,0.3,,2.6,3.6,38.5,19.4,86.3,44.49,
260,11/01/2017,21:00,168.2,24.0,1.3,0.0,0.3,,2.6,2.7,38.5,20.8,85.8,44.48,
261,11/01/2017,22:00,173.1,23.7,1.5,0.0,0.1,,2.7,2.6,31.2,21.7,85.2,40.22,
262,11/01/2017,23:00,175.3,23.4,1.2,0.0,0.1,,2.5,2.6,26.6,15.2,84.6,45.43,
263,11/01/2017,00:00,186.1,23.2,1.2,0.0,0.1,,2.4,2.5,24.6,9.6,82.6,43.3,
264,12/01/2017,01:00,196.4,22.7,1.5,0.0,0.1,,2.3,2.4,26.4,6.5,84.8,36.02,
265,12/01/2017,02:00,178.7,22.4,0.8,,,,,2.4,21.3,8.0,85.7,50.09,
266,12/01/2017,03:00,174.7,22.3,0.8,0.0,0.1,,2.1,2.3,19.8,5.7,86.2,53.13,
267,12/01/2017,04:00,183.2,22.4,0.7,0.0,0.1,,2.2,2.2,28.8,5.4,85.8,51.32,
268,12/01/2017,05:00,178.6,22.4,0.5,0.0,0.2,,2.0,2.1,22.1,7.0,86.0,51.93,
269,12/01/2017,06:00,178.2,22.5,0.5,0.0,0.4,,1.8,2.0,23.2,5.7,84.3,51.73,
270,12/01/2017,07:00,170.3,23.0,0.6,0.1,0.5,,1.7,1.9,25.3,1.1,80.8,48.64,
271,12/01/2017,08:00,155.7,23.7,0.5,0.1,0.4,,1.8,1.8,24.1,3.5,77.4,54.38,
272,12/01/2017,09:00,123.0,24.8,0.6,0.1,0.4,,2.0,1.8,38.5,9.9,70.9,49.0,
273,12/01/2017,10:00,133.3,25.8,0.8,0.4,0.4,,2.2,1.9,56.2,9.2,65.0,47.23,
274,12/01/2017,11:00,133.5,26.9,0.9,0.3,0.5,,2.2,2.1,39.8,10.0,60.3,47.76,
275,12/01/2017,12:00,133.1,27.3,1.0,0.2,0.5,,2.4,2.2,20.7,3.8,57.9,47.49,
276,12/01/2017,13:00,118.4,26.5,1.2,0.3,0.5,,2.3,2.3,21.6,8.5,61.5,43.36,
277,12/01/2017,14:00,95.4,27.2,1.7,0.1,0.2,,2.6,2.4,21.8,10.5,58.9,38.68,
278,12/01/2017,15:00,100.2,27.4,1.8,0.0,0.2,,2.8,2.5,20.2,8.7,57.5,32.15,
279,12/01/2017,16:00,89.3,26.8,2.0,0.0,0.2,,2.4,2.5,19.7,5.4,59.9,31.32,
280,12/01/2017,17:00,93.3,25.9,2.2,0.0,0.1,,2.2,2.5,22.2,6.8,64.1,26.5,
281,12/01/2017,18:00,97.6,25.1,2.1,0.0,0.1,,2.3,2.4,25.9,6.5,68.7,27.74,
282,12/01/2017,19:00,90.3,24.6,2.1,0.0,0.2,,2.1,2.2,24.7,5.1,70.6,26.33,
283,12/01/2017,20:00,77.5,24.4,1.9,0.0,0.2,,2.1,2.2,28.0,8.7,72.4,25.44,
284,12/01/2017,21:00,70.5,24.3,1.7,0.0,0.2,,2.2,2.2,23.5,8.0,71.9,27.43,
285,12/01/2017,22:00,36.2,24.0,2.0,0.0,0.3,,2.1,2.1,26.7,11.0,75.3,21.98,
286,12/01/2017,23:00,41.5,23.9,1.5,0.0,0.2,,2.3,2.2,22.6,9.7,74.1,25.89,
287,12/01/2017,00:00,38.3,23.8,1.9,0.0,0.2,,2.3,2.2,22.0,5.7,73.1,24.32,
288,13/01/2017,01:00,27.9,23.6,2.2,0.0,0.2,,2.3,2.3,23.8,7.0,75.0,22.89,
289,13/01/2017,02:00,26.3,23.2,1.8,,,,,2.3,24.1,10.0,77.4,22.57,
290,13/01/2017,03:00,18.7,22.7,1.5,0.0,0.2,,2.2,2.3,23.1,6.3,79.3,22.24,
291,13/01/2017,04:00,23.1,22.9,1.6,0.0,0.2,,2.2,2.3,24.3,6.2,78.2,22.37,
292,13/01/2017,05:00,22.5,23.2,1.9,0.0,0.3,,2.2,2.2,23.2,6.3,75.6,20.95,
293,13/01/2017,06:00,23.7,23.3,1.7,0.0,0.5,,2.0,2.2,32.0,4.0,76.2,25.01,
294,13/01/2017,07:00,14.3,23.2,2.3,0.1,0.5,,2.0,2.1,33.0,7.0,79.6,22.01,
295,13/01/2017,08:00,18.0,23.6,2.0,0.2,0.7,,1.7,2.0,34.0,9.7,79.0,19.52,
296,13/01/2017,09:00,12.6,24.7,3.0,0.2,0.6,,1.8,1.9,23.8,8.0,74.6,21.57,
297,13/01/2017,10:00,15.8,26.5,2.4,0.1,0.4,,2.7,2.1,23.2,9.0,67.8,27.2,
298,13/01/2017,11:00,18.3,29.0,2.3,0.0,0.4,,3.7,2.5,20.8,9.0,59.6,30.46,
299,13/01/2017,12:00,60.1,30.0,1.8,0.3,0.9,,3.4,2.9,41.2,11.0,59.3,31.87,
300,13/01/2017,13:00,67.0,29.3,2.4,0.2,0.8,,3.5,3.3,40.8,11.1,63.0,28.0,
301,13/01/2017,14:00,65.8,29.6,2.8,0.1,0.6,,3.4,3.5,34.2,13.9,62.2,26.67,
302,13/01/2017,15:00,41.5,29.6,3.6,0.1,0.6,,3.4,3.4,35.4,13.1,62.9,23.73,
303,13/01/2017,16:00,48.5,30.2,2.8,0.1,0.6,,3.3,3.4,36.3,13.4,61.6,27.86,
304,13/01/2017,17:00,52.0,30.1,2.1,0.2,0.9,,3.1,3.3,36.9,12.9,61.8,33.18,
305,13/01/2017,18:00,48.5,30.0,1.9,0.2,1.2,,2.8,3.1,38.5,14.7,61.7,30.46,
306,13/01/2017,19:00,65.5,29.5,0.9,0.0,1.3,,2.5,2.9,43.6,14.6,62.9,46.69,
307,13/01/2017,20:00,160.7,29.0,0.8,0.0,1.7,,2.0,2.6,50.7,15.7,65.7,66.6,
308,13/01/2017,21:00,92.8,29.0,0.5,0.1,3.1,,0.8,2.0,49.2,19.0,65.8,64.15,
309,13/01/2017,22:00,244.7,28.9,0.2,0.3,3.4,,0.4,1.4,54.7,16.8,66.9,95.91,
310,13/01/2017,23:00,236.8,28.6,0.4,0.9,3.5,,0.1,0.8,57.0,21.5,70.8,75.35,
311,13/01/2017,00:00,345.0,28.4,0.2,1.3,3.3,,0.1,0.4,48.5,21.2,72.6,89.81,
312,14/01/2017,01:00,219.8,30.1,0.9,0.6,1.7,,1.0,0.4,0.1,20.2,57.7,28.73,
313,14/01/2017,02:00,286.7,29.0,0.2,,,,,0.4,19.1,7.5,58.1,86.01,
314,14/01/2017,03:00,45.3,27.1,0.1,0.1,1.4,,0.5,0.5,22.2,2.9,70.0,85.62,
315,14/01/2017,04:00,73.8,26.2,0.1,0.7,1.7,,0.2,0.6,16.9,6.6,73.5,80.42,
316,14/01/2017,05:00,303.9,25.7,0.1,1.3,1.6,,0.1,0.3,23.5,9.9,77.7,86.06,
317,14/01/2017,06:00,146.8,25.7,0.0,2.1,1.5,,0.2,0.3,22.9,8.2,80.3,93.78,
318,14/01/2017,07:00,150.2,26.5,0.1,2.3,1.6,,0.2,0.2,22.3,1.9,77.3,82.86,
319,14/01/2017,08:00,359.9,26.8,0.1,3.6,1.7,,0.2,0.2,49.2,4.7,81.7,90.0,
320,14/01/2017,09:00,245.9,28.5,0.5,3.9,2.0,,0.3,0.2,-2.3,8.6,72.7,70.35,
321,14/01/2017,10:00,191.6,29.9,1.1,0.4,1.0,,2.0,0.7,3.4,15.4,55.7,52.91,
322,14/01/2017,11:00,152.8,28.1,1.1,0.1,0.4,,2.6,1.3,15.8,3.6,60.7,43.64,
323,14/01/2017,12:00,123.8,30.0,1.0,0.2,0.6,,3.0,2.0,33.8,7.6,56.0,45.22,
324,14/01/2017,13:00,137.2,29.7,1.0,0.4,1.1,,2.8,2.6,25.7,2.6,58.2,45.24,
325,14/01/2017,14:00,140.4,29.0,1.4,0.1,0.5,,2.9,2.8,34.8,7.0,61.7,40.33,
326,14/01/2017,15:00,143.8,28.2,1.4,0.1,0.3,,2.7,2.8,24.9,12.0,63.3,40.72,
327,14/01/2017,16:00,130.7,28.3,1.4,0.0,0.2,,2.8,2.8,22.1,10.7,60.1,43.43,
328,14/01/2017,17:00,121.8,27.3,1.5,0.0,0.2,,2.6,2.7,38.3,8.8,67.2,40.46,
329,14/01/2017,18:00,141.1,25.8,1.4,0.0,0.2,,2.2,2.6,38.2,11.9,76.6,41.25,
330,14/01/2017,19:00,110.9,25.3,1.7,0.0,0.4,,2.0,2.4,38.0,12.2,77.4,37.92,
331,14/01/2017,20:00,117.8,24.8,1.4,0.0,0.5,,1.7,2.1,41.2,13.4,78.1,40.17,
332,14/01/2017,21:00,112.3,24.5,1.2,0.0,0.6,,1.8,1.9,41.1,11.7,78.8,40.46,
333,14/01/2017,22:00,130.9,24.1,0.9,0.0,0.9,,1.6,1.8,37.3,7.7,79.0,43.72,
334,14/01/2017,23:00,130.9,23.7,1.1,0.0,0.5,,2.2,1.8,32.8,10.6,76.8,42.59,
335,14/01/2017,00:00,141.1,23.6,0.9,0.0,0.3,,2.4,2.0,38.5,11.8,74.9,44.2,
336,15/01/2017,01:00,118.3,23.1,0.9,0.0,0.2,,2.5,2.2,36.2,11.6,75.6,44.32,
337,15/01/2017,02:00,114.1,23.1,0.9,,,,,2.4,34.7,9.1,73.7,39.51,
338,15/01/2017,03:00,116.2,23.0,0.8,0.0,0.4,,2.2,2.4,35.7,10.1,73.0,43.54,
339,15/01/2017,04:00,109.6,22.8,0.7,0.0,0.3,,2.3,2.3,33.3,10.6,73.0,39.04,
340,15/01/2017,05:00,105.1,22.6,0.6,0.0,0.3,,2.3,2.3,35.0,12.8,74.3,35.25,
341,15/01/2017,06:00,105.7,22.6,0.5,0.0,0.7,,1.9,2.2,34.3,17.2,73.8,33.48,
342,15/01/2017,07:00,100.5,23.8,0.8,0.1,0.6,,2.1,2.2,30.8,11.6,67.8,37.79,
343,15/01/2017,08:00,109.3,24.8,1.0,0.2,0.2,,2.6,2.2,39.7,12.5,63.2,45.25,
344,15/01/2017,09:00,111.6,24.5,1.0,0.0,0.3,,2.4,2.3,32.3,9.0,65.0,45.8,
345,15/01/2017,10:00,153.5,24.4,1.0,0.1,0.4,,2.2,2.3,41.4,8.8,67.8,43.71,
346,15/01/2017,11:00,143.4,23.2,1.1,0.1,0.4,,1.8,2.3,30.7,10.6,77.8,43.92,
347,15/01/2017,12:00,105.2,24.1,1.5,0.1,0.3,,1.9,2.1,29.8,13.7,71.8,38.61,
348,15/01/2017,13:00,121.4,23.5,1.2,0.1,0.4,,1.8,1.9,26.6,13.4,75.9,43.54,
349,15/01/2017,14:00,101.7,24.4,1.7,0.0,0.1,,2.1,1.9,16.2,10.0,68.6,34.1,
350,15/01/2017,15:00,98.3,24.5,1.8,0.0,0.1,,2.1,2.0,26.4,10.0,66.8,35.38,
351,15/01/2017,16:00,95.6,24.7,1.9,0.0,0.1,,2.1,2.0,21.4,6.5,65.0,30.7,
352,15/01/2017,17:00,86.6,24.3,1.9,0.0,0.1,,2.0,2.1,32.2,8.0,67.4,27.13,
353,15/01/2017,18:00,71.5,23.7,1.7,0.0,0.2,,2.0,2.1,30.5,9.0,70.3,25.7,
354,15/01/2017,19:00,81.0,23.4,1.9,0.0,0.1,,2.0,2.0,31.0,10.4,69.8,25.35,
355,15/01/2017,20:00,74.5,23.2,1.7,0.0,0.3,,1.9,2.0,35.8,10.2,72.8,23.75,
356,15/01/2017,21:00,74.0,22.9,1.3,0.0,0.2,,1.9,1.9,33.3,14.5,75.3,27.6,
357,15/01/2017,22:00,44.6,23.0,1.4,0.0,0.3,,1.7,1.9,29.5,11.9,74.1,28.11,
358,15/01/2017,23:00,33.7,22.9,1.6,0.0,0.3,,1.8,1.8,32.0,9.9,76.6,23.01,
359,15/01/2017,00:00,22.8,22.6,1.5,0.0,0.1,,1.8,1.8,29.4,7.1,78.3,21.74,
360,16/01/2017,01:00,23.5,22.6,1.4,0.0,0.1,,1.8,1.8,26.8,10.0,75.8,24.72,
361,16/01/2017,02:00,28.5,22.6,1.2,,,,,1.8,29.9,8.6,75.3,22.03,
362,16/01/2017,03:00,16.4,22.4,1.5,0.0,0.2,,1.6,1.8,28.0,5.6,75.5,21.01,
363,16/01/2017,04:00,3.1,21.6,0.8,0.0,0.4,,1.5,1.6,30.7,8.6,78.2,31.39,
364,16/01/2017,05:00,10.5,20.9,0.6,0.3,1.1,,0.6,1.2,27.7,6.6,82.2,44.28,
365,16/01/2017,06:00,316.7,20.2,0.4,2.4,1.5,,0.1,1.0,33.8,2.9,86.9,47.25,
366,16/01/2017,07:00,342.7,22.0,1.1,1.0,1.1,,0.8,0.8,29.6,6.5,79.8,41.8,
367,16/01/2017,08:00,12.5,23.7,2.7,0.4,0.5,,1.6,0.8,26.6,10.7,71.1,24.08,
368,16/01/2017,09:00,17.9,25.0,2.4,0.1,0.3,,2.2,1.2,26.7,8.0,65.0,27.05,
369,16/01/2017,10:00,25.0,25.6,2.2,0.2,0.4,,2.3,1.7,30.2,8.0,64.2,27.01,
370,16/01/2017,11:00,52.1,26.3,2.2,0.2,0.5,,2.4,2.1,29.6,10.3,63.6,30.48,
371,16/01/2017,12:00,62.3,26.6,2.5,0.2,0.4,,2.6,2.4,27.0,10.3,62.0,28.53,
372,16/01/2017,13:00,53.7,26.8,2.7,0.2,0.4,,2.6,2.5,26.3,12.0,61.3,27.23,
373,16/01/2017,14:00,54.6,26.9,3.0,0.1,0.3,,2.5,2.6,27.0,13.9,61.2,27.12,
374,16/01/2017,15:00,59.1,26.8,2.8,0.1,0.3,,2.3,2.5,25.0,8.5,61.2,26.98,
375,16/01/2017,16:00,57.1,26.4,3.1,0.1,0.3,,2.1,2.4,21.6,8.1,62.0,27.97,
376,16/01/2017,17:00,52.1,25.9,3.0,0.1,0.3,,2.0,2.2,25.3,8.0,64.9,25.75,
377,16/01/2017,18:00,44.6,25.2,3.3,0.1,0.3,,1.9,2.1,25.2,8.3,67.8,26.21,
378,16/01/2017,19:00,46.3,24.3,3.0,0.0,0.3,,2.0,2.0,25.0,6.9,71.7,25.34,
379,16/01/2017,20:00,40.6,23.6,2.5,0.0,0.3,,1.9,1.9,24.9,8.2,74.4,25.94,
380,16/01/2017,21:00,30.6,23.3,1.7,0.0,0.3,,1.8,1.9,26.6,13.3,75.8,33.4,
381,16/01/2017,22:00,22.3,23.1,1.8,0.0,0.2,,1.8,1.9,28.8,11.6,78.7,31.61,
382,16/01/2017,23:00,348.7,22.5,0.6,0.0,0.4,,1.6,1.8,25.2,8.3,82.0,49.13,
383,16/01/2017,00:00,171.6,21.7,0.1,0.0,0.3,,1.3,1.6,23.4,9.7,86.9,81.32,
384,17/01/2017,01:00,125.7,20.8,0.1,0.1,0.6,,0.7,1.4,20.6,7.1,91.2,93.92,
385,17/01/2017,02:00,250.9,20.3,0.1,,,,,1.2,15.0,6.6,93.1,103.71,
386,17/01/2017,03:00,296.7,20.0,0.1,0.3,0.8,,0.1,0.7,14.0,5.6,94.9,86.39,
387,17/01/2017,04:00,216.2,19.8,0.2,0.6,0.9,,0.1,0.3,17.0,3.6,95.8,60.85,
388,17/01/2017,05:00,313.1,19.7,0.5,0.9,0.9,,0.1,0.1,21.5,3.7,96.2,38.22,
389,17/01/2017,06:00,316.0,20.3,0.4,1.3,1.2,,0.1,0.1,23.9,0.0,95.1,59.97,
390,17/01/2017,07:00,305.2,21.8,0.9,4.1,1.7,,0.2,0.1,32.8,4.9,87.1,38.73,
391,17/01/2017,08:00,303.7,24.3,1.1,3.9,2.0,,0.4,0.2,33.5,7.5,75.1,43.24,
392,17/01/2017,09:00,349.9,27.3,1.0,2.6,2.4,,1.1,0.5,36.9,9.3,62.1,48.52,
393,17/01/2017,10:00,3.4,30.6,1.4,0.9,2.0,,2.4,1.0,28.6,7.4,49.3,42.01,
394,17/01/2017,11:00,353.1,33.8,1.1,0.2,1.4,,5.8,2.4,25.5,8.1,40.0,52.75,
395,17/01/2017,12:00,17.7,36.2,0.8,0.1,1.2,,7.5,4.2,35.9,11.0,36.4,66.49,
396,17/01/2017,13:00,70.2,36.0,1.9,0.1,1.7,,7.1,5.7,38.6,5.9,39.7,26.54,
397,17/01/2017,14:00,73.8,35.5,1.8,0.1,1.3,,7.7,7.0,35.0,10.0,40.9,28.32,
398,17/01/2017,15:00,33.7,35.4,2.6,0.1,1.5,,7.4,7.4,39.5,14.6,41.7,23.19,
399,17/01/2017,16:00,34.0,35.2,3.7,0.1,1.3,,6.9,7.3,24.3,14.0,41.6,20.19,
400,17/01/2017,17:00,35.5,35.9,3.2,0.1,0.9,,6.7,7.2,13.9,12.4,37.4,19.68,
401,17/01/2017,18:00,31.6,34.7,3.4,0.0,1.0,,5.8,6.7,19.7,9.4,38.6,19.13,
402,17/01/2017,19:00,30.4,33.0,3.0,0.0,0.9,,5.0,6.1,25.3,5.4,43.4,20.74,
403,17/01/2017,20:00,22.9,32.8,1.3,0.0,0.7,,5.0,5.6,29.0,10.7,44.9,82.44,
404,17/01/2017,21:00,197.0,32.5,0.3,0.0,0.9,,4.3,5.0,19.4,12.7,44.4,90.65,
405,17/01/2017,22:00,126.7,31.6,0.4,0.0,2.0,,2.4,4.2,29.1,11.4,48.6,43.85,
406,17/01/2017,23:00,204.8,29.6,0.2,0.1,2.6,,0.8,3.1,37.7,8.7,59.0,79.09,
407,17/01/2017,00:00,252.0,28.2,0.1,0.2,2.8,,0.2,1.9,29.7,11.0,66.4,91.99,
408,18/01/2017,01:00,282.6,27.2,0.1,0.5,2.7,,0.1,0.9,29.9,10.7,71.4,96.1,
409,18/01/2017,02:00,287.6,26.9,0.5,,,,,0.4,19.6,10.7,72.6,41.1,
410,18/01/2017,03:00,291.9,26.9,0.4,1.5,3.2,,0.2,0.2,24.8,10.0,70.4,35.47,
411,18/01/2017,04:00,285.5,26.8,0.7,2.9,3.2,,0.1,0.2,34.4,10.7,71.3,16.03,
412,18/01/2017,05:00,288.2,26.8,0.4,2.4,3.0,,0.1,0.2,23.5,15.5,69.4,47.75,
413,18/01/2017,06:00,314.0,30.6,1.0,0.5,2.4,,1.2,0.4,-1.1,13.5,45.4,34.91,
414,18/01/2017,07:00,318.0,33.2,1.5,0.5,1.9,,1.8,0.8,14.5,2.7,39.1,34.15,
415,18/01/2017,08:00,291.4,35.6,2.5,0.5,1.7,,2.5,1.4,24.2,4.1,34.2,29.37,
416,18/01/2017,09:00,240.3,33.7,1.2,0.1,0.6,,3.9,2.4,95.8,,46.7,86.62,
417,18/01/2017,10:00,144.9,28.6,1.6,0.1,0.5,,3.9,3.0,33.2,17.4,59.5,40.09,
418,18/01/2017,11:00,143.6,29.2,1.7,0.1,0.4,,3.4,3.4,25.0,16.1,50.7,39.32,
419,18/01/2017,12:00,133.4,28.9,1.8,0.0,0.3,,3.2,3.6,36.2,11.8,52.9,38.53,
420,18/01/2017,13:00,150.0,28.9,2.0,0.1,0.3,,2.9,3.4,32.9,15.3,53.2,43.52,
421,18/01/2017,14:00,151.1,28.0,2.4,0.1,0.3,,3.0,3.1,43.4,13.9,59.5,40.81,
422,18/01/2017,15:00,150.3,27.5,2.3,0.1,0.3,,2.6,2.9,35.8,12.1,63.4,41.42,
423,18/01/2017,16:00,156.0,25.8,2.4,0.1,0.4,,2.7,2.8,38.9,12.6,68.9,38.67,
424,18/01/2017,17:00,153.9,24.9,2.0,0.1,0.3,,2.4,2.7,38.5,12.3,68.9,43.89,
425,18/01/2017,18:00,162.2,23.9,1.7,0.1,0.3,,1.9,2.4,40.7,13.5,69.5,44.89,
426,18/01/2017,19:00,169.2,23.1,1.6,0.1,0.3,,1.9,2.2,41.6,12.7,70.3,43.58,
427,18/01/2017,20:00,177.3,22.7,1.4,0.1,0.2,,2.0,2.1,40.0,10.1,69.9,45.44,
428,18/01/2017,21:00,170.7,22.4,1.0,0.0,0.2,,2.0,2.0,48.3,17.3,70.7,50.7,
429,18/01/2017,22:00,168.0,21.3,1.1,0.0,0.2,,2.1,2.0,34.7,18.1,75.4,46.72,
430,18/01/2017,23:00,133.7,19.9,1.2,0.0,0.2,,2.1,2.1,19.7,10.0,78.5,43.42,
431,18/01/2017,00:00,156.3,20.7,1.0,0.0,0.1,,2.2,2.1,15.1,10.2,65.2,47.69,
432,19/01/2017,01:00,153.5,21.3,1.1,0.0,0.1,,2.3,2.2,23.6,4.6,58.6,45.93,
433,19/01/2017,02:00,166.2,21.4,0.9,,,,,2.2,27.6,3.1,56.9,48.99,
434,19/01/2017,03:00,183.2,21.4,0.9,0.0,0.2,,2.1,2.2,30.9,3.9,58.3,47.29,
435,19/01/2017,04:00,183.4,21.4,0.8,0.0,0.2,,2.2,2.2,30.5,8.2,59.2,44.73,
436,19/01/2017,05:00,208.3,21.4,1.2,0.0,0.3,,2.0,2.1,33.1,3.0,59.7,29.11,
437,19/01/2017,06:00,269.6,20.8,0.9,0.2,0.8,,1.3,1.9,33.0,5.3,64.3,53.92,
438,19/01/2017,07:00,269.3,20.5,1.3,0.5,1.4,,0.6,1.5,32.8,10.0,66.7,27.51,
439,19/01/2017,08:00,255.5,20.6,0.6,0.6,1.4,,0.5,1.1,33.1,9.7,66.9,62.64,
440,19/01/2017,09:00,81.4,20.7,1.3,0.3,0.8,,1.3,0.9,31.8,8.8,71.2,45.46,
441,19/01/2017,10:00,90.7,19.7,1.2,0.2,0.5,,1.6,1.0,17.7,6.0,80.3,38.38,
442,19/01/2017,11:00,82.9,20.6,1.5,0.2,0.4,,1.7,1.3,10.7,6.4,72.4,31.41,
443,19/01/2017,12:00,71.3,21.8,1.4,0.1,0.2,,1.9,1.6,17.4,3.6,63.3,34.51,
444,19/01/2017,13:00,69.7,21.9,1.6,0.1,0.2,,1.9,1.8,20.4,-0.2,60.5,29.92,
445,19/01/2017,14:00,73.3,21.9,1.6,0.1,0.2,,1.8,1.8,24.7,,59.5,29.61,
446,19/01/2017,15:00,76.5,22.1,1.7,0.1,0.2,,1.7,1.8,25.7,3.5,58.8,29.17,
447,19/01/2017,16:00,66.3,22.2,1.8,0.1,0.2,,1.8,1.8,24.0,3.7,59.0,28.25,
448,19/01/2017,17:00,57.5,21.9,1.8,0.1,0.2,,1.7,1.8,26.7,4.8,60.8,26.67,
449,19/01/2017,18:00,54.9,21.9,1.8,0.1,0.3,,1.6,1.7,28.4,4.7,61.9,26.49,
450,19/01/2017,19:00,50.3,21.8,1.6,0.0,0.3,,1.5,1.6,31.0,8.0,63.6,28.07,
451,19/01/2017,20:00,55.1,21.9,1.7,0.0,0.3,,1.5,1.6,33.1,7.1,65.0,26.63,
452,19/01/2017,21:00,41.7,21.9,1.9,0.0,0.2,,1.7,1.6,34.2,2.3,66.3,28.11,
453,19/01/2017,22:00,29.7,21.6,2.1,0.0,0.3,,1.5,1.5,32.5,6.9,69.5,23.04,
454,19/01/2017,23:00,33.0,20.8,2.1,0.0,0.2,,1.6,1.6,29.2,7.6,77.9,21.8,
455,19/01/2017,00:00,63.7,20.5,1.0,0.1,0.3,,1.4,1.6,22.5,7.7,84.0,29.1,
456,20/01/2017,01:00,30.1,21.3,0.9,0.1,0.7,,1.1,1.4,16.2,4.7,78.4,33.17,
457,20/01/2017,02:00,23.9,22.1,2.2,,,,,1.4,21.7,4.5,70.5,22.63,
458,20/01/2017,03:00,20.2,22.2,2.2,0.4,0.3,,1.7,1.4,26.4,4.6,71.4,24.12,
459,20/01/2017,04:00,19.6,22.2,2.0,0.3,0.3,,1.8,1.5,25.1,4.8,72.7,23.76,
460,20/01/2017,05:00,17.3,22.0,2.1,0.0,0.2,,1.8,1.7,24.4,9.7,74.9,19.17,
461,20/01/2017,06:00,6.9,21.8,2.3,0.1,0.8,,1.1,1.6,22.4,9.3,75.2,22.9,
462,20/01/2017,07:00,16.6,22.1,2.6,0.4,0.7,,1.1,1.5,23.0,6.9,74.1,20.33,
463,20/01/2017,08:00,19.3,22.5,2.6,0.5,0.6,,1.3,1.3,23.7,6.7,73.0,22.3,
464,20/01/2017,09:00,18.3,23.7,2.8,0.3,0.5,,1.5,1.3,15.5,6.7,69.1,23.45,
465,20/01/2017,10:00,9.8,24.6,2.8,0.2,0.6,,1.7,1.4,19.8,4.4,67.6,27.66,
466,20/01/2017,11:00,352.6,23.9,1.3,0.3,1.4,,1.1,1.4,39.1,4.3,76.6,30.97,
467,20/01/2017,12:00,16.4,22.0,1.0,0.7,1.7,,0.6,1.2,31.9,2.9,95.0,34.63,
468,20/01/2017,13:00,14.1,23.9,3.2,0.5,0.9,,1.9,1.3,31.9,3.1,91.3,19.72,
469,20/01/2017,14:00,3.6,27.5,3.2,0.1,0.6,,3.1,1.7,21.7,2.4,78.2,24.49,
470,20/01/2017,15:00,339.5,29.2,2.3,0.1,0.7,,3.0,2.2,8.1,2.8,71.0,35.94,
471,20/01/2017,16:00,356.9,29.3,1.7,0.1,0.9,,2.6,2.6,17.5,3.6,71.0,32.9,
472,20/01/2017,17:00,352.0,29.8,1.0,0.1,1.0,,2.4,2.8,9.3,3.9,69.7,51.89,
473,20/01/2017,18:00,317.7,30.1,1.3,0.1,1.0,,2.4,2.6,9.7,5.9,68.1,45.68,
474,20/01/2017,19:00,271.9,27.9,1.8,0.1,1.1,,2.2,2.4,44.1,5.7,82.5,33.35,
475,20/01/2017,20:00,298.4,26.4,0.9,0.1,1.7,,1.4,2.1,3.8,6.8,89.5,48.44,
